ID,Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
1598,Business District,Hyderabad,500,3.5,1074,Grilled Cheese,Healthy,20-30 min,My new favorite dish!
1599,City Center,Pune,1000,3.5,858,Choco Lava Cake,Healthy,20-30 min,Perfectly cooked and well-seasoned.
1600,Downtown,Mumbai,300,4.2,4890,Avocado Toast,Vegetarian,50-60 min,Not as described.
1601,Residential Area,Bangalore,1000,4.7,158,Dosa,Gluten-Free,40-50 min,Perfectly cooked and well-seasoned.
1602,City Center,Hyderabad,700,4.7,1124,Dal Makhani,Fast Food,40-50 min,Nothing special but edible.
1603,Downtown,Delhi,400,4.0,2174,French Fries,Fast Food,50-60 min,Wouldn't order again.
1604,Residential Area,Kolkata,800,4.2,314,Bagel,Fast Food,30-40 min,Average taste.
1605,Business District,Kolkata,700,5.0,6065,Butter Chicken,Vegan,40-50 min,Worst experience ever.
1606,Downtown,Hyderabad,1000,3.0,2928,Salmon Teriyaki,Vegetarian,40-50 min,My new favorite dish!
1607,Business District,Delhi,600,4.2,9544,Pho,Gluten-Free,30-40 min,Superb packaging and presentation.
1608,City Center,Pune,500,4.5,983,Shawarma,Healthy,50-60 min,My new favorite dish!
1609,Business District,Hyderabad,800,4.5,8245,Cold Coffee,Vegetarian,20-30 min,Amazing taste and quick delivery.
1610,Business District,Pune,200,4.2,750,Chicken Wings,Non-Vegetarian,30-40 min,Disappointed.
1611,Tech Park,Mumbai,500,4.7,6449,Croissant,Vegan,50-60 min,Highly recommended!
1612,Residential Area,Pune,500,4.7,1763,Lassi,Healthy,30-40 min,Nothing special but edible.
1613,Suburb,Chennai,700,3.0,3738,Grilled Cheese,Vegan,40-50 min,"Good, but nothing extraordinary."
1614,Tech Park,Pune,200,4.5,8380,Momos,Gluten-Free,50-60 min,Best meal I've had in a while!
1615,Downtown,Hyderabad,100,4.5,1063,Fish and Chips,Vegetarian,20-30 min,Delicious and fresh.
1616,City Center,Hyderabad,300,4.2,5524,Fruit Bowl,Vegan,30-40 min,Neither great nor bad.
1617,Residential Area,Pune,700,4.0,7361,French Fries,Non-Vegetarian,40-50 min,Wouldn't order again.
1618,Residential Area,Chennai,800,4.2,904,Fish and Chips,Non-Vegetarian,50-60 min,Nothing special but edible.
1619,Residential Area,Kolkata,100,3.5,6715,Chicken Wings,Fast Food,30-40 min,A decent meal.
1620,City Center,Delhi,500,4.5,4999,Pepperoni Pizza,Fast Food,30-40 min,Disappointed.
1621,City Center,Kolkata,600,4.5,5458,Pani Puri,Vegetarian,50-60 min,Amazing taste and quick delivery.
1622,City Center,Delhi,700,4.7,4543,Shawarma,Vegetarian,40-50 min,Tasty and worth the price.
1623,Tech Park,Bangalore,1000,3.5,6808,Chicken Biryani,Fast Food,40-50 min,Tasty and worth the price.
1624,Business District,Ahmedabad,1000,4.2,5907,Burrito,Fast Food,20-30 min,Nothing special but edible.
1625,City Center,Bangalore,1000,5.0,738,Croissant,Vegetarian,50-60 min,Best meal I've had in a while!
1626,Suburb,Chennai,500,4.7,8169,Bagel,Non-Vegetarian,30-40 min,Absolutely loved it!
1627,Downtown,Kolkata,700,4.7,8869,Chicken Caesar Salad,Vegan,40-50 min,Late delivery ruined it.
1628,City Center,Hyderabad,600,3.0,3229,Chicken Caesar Salad,Non-Vegetarian,30-40 min,Best meal I've had in a while!
1629,Residential Area,Chennai,800,4.2,3265,Fish and Chips,Healthy,30-40 min,It was okay.
1630,Old Town,Hyderabad,1000,4.0,3864,Margherita Pizza,Vegetarian,50-60 min,"Good, but nothing extraordinary."
1631,Downtown,Mumbai,700,4.7,432,Ramen,Vegetarian,50-60 min,Too spicy and oily.
1632,Residential Area,Mumbai,400,4.5,5726,BBQ Ribs,Vegetarian,50-60 min,My new favorite dish!
1633,Old Town,Bangalore,500,4.7,7503,Ramen,Fast Food,30-40 min,My new favorite dish!
1634,City Center,Bangalore,700,4.0,470,Grilled Cheese,Non-Vegetarian,20-30 min,My new favorite dish!
1635,City Center,Bangalore,400,3.0,6572,Ice Cream Sundae,Fast Food,20-30 min,Wouldn't order again.
1636,Downtown,Pune,200,3.0,2867,Choco Lava Cake,Vegetarian,20-30 min,Highly recommended!
1637,Downtown,Hyderabad,700,4.0,1931,Burrito,Non-Vegetarian,20-30 min,Best meal I've had in a while!
1638,Old Town,Pune,600,4.0,5505,French Fries,Vegetarian,30-40 min,Delicious and fresh.
1639,City Center,Chennai,800,4.0,5287,Tacos,Gluten-Free,20-30 min,Best meal I've had in a while!
1640,Suburb,Ahmedabad,1000,4.7,2165,Pani Puri,Non-Vegetarian,20-30 min,Average taste.
1641,Downtown,Hyderabad,700,4.2,9790,Dal Makhani,Vegetarian,20-30 min,Not as described.
1642,Old Town,Bangalore,900,3.0,8230,Grilled Cheese,Vegan,50-60 min,Tasty and worth the price.
1643,Old Town,Hyderabad,200,5.0,641,Chicken Wings,Vegan,30-40 min,My new favorite dish!
1644,Downtown,Delhi,600,4.7,574,Avocado Toast,Non-Vegetarian,50-60 min,Delicious and fresh.
1645,Downtown,Pune,800,4.0,8152,Croissant,Vegetarian,20-30 min,Absolutely loved it!
1646,Suburb,Mumbai,500,4.0,2840,Chicken Wings,Vegan,30-40 min,Mediocre experience.
1647,City Center,Delhi,500,3.0,4254,Avocado Toast,Fast Food,30-40 min,Average taste.
1648,Business District,Bangalore,300,5.0,6542,Sushi,Non-Vegetarian,30-40 min,A decent meal.
1649,Tech Park,Hyderabad,400,3.5,4465,Dosa,Fast Food,40-50 min,Nothing special but edible.
1650,Business District,Delhi,100,3.0,5786,Smoothie Bowl,Vegetarian,50-60 min,My new favorite dish!
1651,Residential Area,Ahmedabad,200,3.0,8698,Grilled Cheese,Healthy,40-50 min,Nothing special but edible.
1652,Business District,Bangalore,300,4.5,8052,Steak,Fast Food,50-60 min,Not worth the price.
1653,Tech Park,Kolkata,300,3.0,3356,Pani Puri,Vegetarian,50-60 min,Delicious and fresh.
1654,Old Town,Delhi,400,3.0,1692,Pav Bhaji,Vegetarian,20-30 min,Tasty and worth the price.
1655,Residential Area,Ahmedabad,600,3.5,9427,Burrito,Vegan,30-40 min,"Good, but nothing extraordinary."
1656,Business District,Pune,700,3.5,3078,Paneer Butter Masala,Gluten-Free,20-30 min,Best meal I've had in a while!
1657,Business District,Hyderabad,600,5.0,9981,Fruit Bowl,Non-Vegetarian,20-30 min,Amazing taste and quick delivery.
1658,Suburb,Pune,500,4.7,2309,Pepperoni Pizza,Gluten-Free,40-50 min,Amazing taste and quick delivery.
1659,Suburb,Pune,300,4.7,8708,Samosa,Vegetarian,40-50 min,Delicious and fresh.
1660,Downtown,Pune,900,4.5,7646,Butter Chicken,Gluten-Free,50-60 min,Standard quality.
1661,Suburb,Pune,800,3.0,4094,Cheeseburger,Vegan,40-50 min,Mediocre experience.
1662,Tech Park,Pune,1000,4.5,8823,Cold Coffee,Healthy,30-40 min,My new favorite dish!
1663,Business District,Ahmedabad,200,4.2,4337,Pav Bhaji,Non-Vegetarian,30-40 min,Amazing taste and quick delivery.
1664,Business District,Kolkata,500,3.0,1086,Poke Bowl,Gluten-Free,40-50 min,Best meal I've had in a while!
1665,Suburb,Chennai,600,4.7,2096,Chow Mein,Gluten-Free,30-40 min,Highly recommended!
1666,Tech Park,Bangalore,800,4.2,8444,Sushi,Fast Food,30-40 min,Wouldn't order again.
1667,Residential Area,Kolkata,400,3.5,94,Paneer Butter Masala,Non-Vegetarian,40-50 min,Highly recommended!
1668,Tech Park,Kolkata,100,4.5,665,Burrito,Vegetarian,30-40 min,"Good, but nothing extraordinary."
1669,Residential Area,Bangalore,400,5.0,2627,Burrito,Fast Food,20-30 min,Standard quality.
1670,Business District,Kolkata,400,4.2,7900,Choco Lava Cake,Healthy,40-50 min,Amazing taste and quick delivery.
1671,Business District,Pune,300,4.2,2478,Bubble Tea,Fast Food,20-30 min,Standard quality.
1672,Old Town,Mumbai,400,3.0,8915,Pani Puri,Healthy,50-60 min,Tasty and worth the price.
1673,City Center,Ahmedabad,100,4.7,4677,Smoothie Bowl,Non-Vegetarian,20-30 min,Wouldn't order again.
1674,Suburb,Pune,200,3.5,3041,French Fries,Vegan,20-30 min,Delicious and fresh.
1675,Tech Park,Hyderabad,400,4.0,1744,Ramen,Healthy,20-30 min,Amazing taste and quick delivery.
1676,Residential Area,Ahmedabad,900,4.5,9311,Butter Chicken,Vegetarian,20-30 min,Tasty and worth the price.
1677,Residential Area,Delhi,300,5.0,2701,Chow Mein,Vegetarian,50-60 min,Tasty and worth the price.
1678,Tech Park,Mumbai,1000,4.5,4320,Pancakes,Vegetarian,50-60 min,My new favorite dish!
1679,Old Town,Mumbai,900,4.2,6071,Cold Coffee,Healthy,20-30 min,Not as described.
1680,Downtown,Delhi,900,3.0,1622,Butter Chicken,Healthy,20-30 min,Neither great nor bad.
1681,Downtown,Ahmedabad,100,5.0,9024,Chicken Caesar Salad,Healthy,40-50 min,Highly recommended!
1682,Suburb,Kolkata,800,4.7,9611,Fruit Bowl,Gluten-Free,20-30 min,Amazing taste and quick delivery.
1683,Downtown,Pune,900,4.5,9016,Greek Salad,Healthy,30-40 min,My new favorite dish!
1684,Business District,Kolkata,400,4.2,4669,Poke Bowl,Vegan,20-30 min,Perfectly cooked and well-seasoned.
1685,Suburb,Hyderabad,100,4.7,7498,Pancakes,Gluten-Free,40-50 min,Standard quality.
1686,Tech Park,Kolkata,600,3.0,5470,Dosa,Gluten-Free,50-60 min,My new favorite dish!
1687,Business District,Mumbai,500,3.0,2765,Pasta Alfredo,Fast Food,20-30 min,Amazing taste and quick delivery.
1688,Business District,Hyderabad,300,5.0,5369,Grilled Cheese,Gluten-Free,40-50 min,Absolutely loved it!
1689,Suburb,Pune,900,4.0,2235,BBQ Ribs,Vegetarian,50-60 min,Mediocre experience.
1690,Residential Area,Chennai,800,3.5,9652,Bagel,Fast Food,50-60 min,Tasty and worth the price.
1691,Downtown,Ahmedabad,600,4.2,6567,Bubble Tea,Vegetarian,30-40 min,Nothing special but edible.
1692,Old Town,Ahmedabad,600,4.5,8343,Cheeseburger,Gluten-Free,20-30 min,Too spicy and oily.
1693,Business District,Hyderabad,700,4.5,5372,Lassi,Fast Food,20-30 min,My new favorite dish!
1694,Business District,Delhi,600,4.2,6324,Bagel,Vegan,20-30 min,Nothing special but edible.
1695,City Center,Delhi,200,4.7,1976,BBQ Ribs,Gluten-Free,40-50 min,Standard quality.
1696,City Center,Kolkata,900,3.0,6252,Ramen,Vegan,20-30 min,Perfectly cooked and well-seasoned.
1697,Suburb,Kolkata,700,3.0,3001,Pav Bhaji,Fast Food,30-40 min,Perfectly cooked and well-seasoned.
1698,Tech Park,Hyderabad,800,5.0,3231,Pancakes,Vegetarian,20-30 min,Tasty and worth the price.
1699,Business District,Bangalore,700,4.5,8922,Samosa,Healthy,20-30 min,Not as described.
1700,Tech Park,Bangalore,400,5.0,5758,Burrito,Vegan,30-40 min,Tasty and worth the price.
1701,Business District,Hyderabad,700,5.0,1774,Grilled Cheese,Fast Food,50-60 min,Amazing taste and quick delivery.
1702,Business District,Ahmedabad,800,4.5,2198,Steak,Gluten-Free,40-50 min,Nothing special but edible.
1703,Residential Area,Pune,1000,4.0,2002,Chow Mein,Gluten-Free,30-40 min,Neither great nor bad.
1704,Tech Park,Delhi,200,4.2,132,Tacos,Vegan,50-60 min,Average taste.
1705,Old Town,Kolkata,900,4.2,9015,Idli Sambar,Vegan,50-60 min,Superb packaging and presentation.
1706,City Center,Pune,500,4.2,6175,Ice Cream Sundae,Non-Vegetarian,50-60 min,A decent meal.
1707,Residential Area,Delhi,700,4.2,4565,Gulab Jamun,Fast Food,30-40 min,Not as described.
1708,Downtown,Chennai,1000,3.5,1750,Samosa,Vegetarian,30-40 min,Average taste.
1709,City Center,Chennai,100,4.0,9489,Pav Bhaji,Fast Food,30-40 min,Amazing taste and quick delivery.
1710,Residential Area,Chennai,600,4.5,6224,Tandoori Chicken,Vegetarian,40-50 min,Superb packaging and presentation.
1711,Business District,Bangalore,300,4.0,7281,Choco Lava Cake,Gluten-Free,40-50 min,Would order again if needed.
1712,Business District,Kolkata,600,4.7,3882,Dosa,Vegetarian,30-40 min,Not worth the price.
1713,Business District,Pune,1000,3.0,5425,Margherita Pizza,Vegan,40-50 min,Nothing special but edible.
1714,Downtown,Kolkata,500,4.5,1377,Sushi,Vegetarian,50-60 min,"Good, but nothing extraordinary."
1715,Residential Area,Bangalore,700,3.0,3917,Brownie,Vegetarian,30-40 min,Late delivery ruined it.
1716,Business District,Pune,400,5.0,4792,Steak,Non-Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
1717,Business District,Ahmedabad,200,4.7,9579,Greek Salad,Non-Vegetarian,30-40 min,Absolutely loved it!
1718,Business District,Delhi,500,3.0,4826,Chow Mein,Healthy,30-40 min,Absolutely loved it!
1719,Downtown,Pune,500,5.0,684,Veg Biryani,Fast Food,50-60 min,Tasty and worth the price.
1720,City Center,Mumbai,500,4.0,8175,Greek Salad,Fast Food,50-60 min,Delicious and fresh.
1721,Old Town,Mumbai,600,4.2,7974,Butter Chicken,Healthy,50-60 min,Best meal I've had in a while!
1722,Residential Area,Chennai,100,3.5,9168,Dal Makhani,Vegan,20-30 min,Absolutely loved it!
1723,Suburb,Hyderabad,300,3.5,9314,Paneer Butter Masala,Gluten-Free,30-40 min,A decent meal.
1724,Downtown,Kolkata,200,4.2,927,Pani Puri,Fast Food,50-60 min,Highly recommended!
1725,Old Town,Pune,200,4.7,9185,Pav Bhaji,Non-Vegetarian,50-60 min,Superb packaging and presentation.
1726,City Center,Hyderabad,400,5.0,2049,Shawarma,Fast Food,50-60 min,Would order again if needed.
1727,Business District,Bangalore,600,4.0,6010,Salmon Teriyaki,Non-Vegetarian,30-40 min,A decent meal.
1728,Suburb,Mumbai,300,4.2,550,Choco Lava Cake,Vegetarian,20-30 min,Absolutely loved it!
1729,Residential Area,Chennai,900,4.2,8689,Fruit Bowl,Gluten-Free,40-50 min,Mediocre experience.
1730,Tech Park,Pune,200,3.0,9744,Pancakes,Healthy,30-40 min,Neither great nor bad.
1731,City Center,Kolkata,200,4.0,5788,French Fries,Vegetarian,20-30 min,Delicious and fresh.
1732,City Center,Hyderabad,900,4.2,3564,Margherita Pizza,Non-Vegetarian,20-30 min,Would order again if needed.
1733,Business District,Bangalore,400,3.0,7991,Cheeseburger,Fast Food,30-40 min,Superb packaging and presentation.
1734,Suburb,Ahmedabad,200,4.0,8829,Shawarma,Healthy,50-60 min,My new favorite dish!
1735,City Center,Mumbai,200,3.0,7602,French Fries,Vegetarian,20-30 min,Worst experience ever.
1736,Tech Park,Bangalore,900,3.0,2604,Pancakes,Fast Food,50-60 min,Average taste.
1737,Downtown,Bangalore,500,3.0,5980,BBQ Ribs,Healthy,20-30 min,It was okay.
1738,Tech Park,Kolkata,700,3.5,7501,Tacos,Vegan,30-40 min,A decent meal.
1739,Suburb,Hyderabad,500,4.0,411,Greek Salad,Fast Food,30-40 min,Delicious and fresh.
1740,Old Town,Bangalore,800,4.5,1987,Paneer Butter Masala,Gluten-Free,30-40 min,Worst experience ever.
1741,Old Town,Mumbai,200,3.5,2628,Smoothie Bowl,Gluten-Free,30-40 min,Neither great nor bad.
1742,Business District,Chennai,1000,3.0,593,Momos,Healthy,30-40 min,Late delivery ruined it.
1743,City Center,Chennai,300,4.0,9917,Pho,Fast Food,20-30 min,Terrible taste!
1744,Old Town,Bangalore,700,4.5,1830,Chicken Biryani,Vegetarian,40-50 min,Absolutely loved it!
1745,Downtown,Bangalore,200,4.2,646,Shawarma,Healthy,30-40 min,Absolutely loved it!
1746,Old Town,Kolkata,800,4.7,792,Brownie,Vegan,20-30 min,Best meal I've had in a while!
1747,City Center,Mumbai,800,5.0,2934,Tandoori Chicken,Fast Food,50-60 min,Perfectly cooked and well-seasoned.
1748,Downtown,Pune,300,4.0,7041,Cold Coffee,Fast Food,40-50 min,"Good, but nothing extraordinary."
1749,Suburb,Bangalore,800,5.0,9849,Avocado Toast,Vegan,40-50 min,Absolutely loved it!
1750,Business District,Kolkata,700,3.5,5651,Idli Sambar,Healthy,50-60 min,It was okay.
1751,Suburb,Ahmedabad,300,5.0,6821,Pav Bhaji,Fast Food,30-40 min,Average taste.
1752,Suburb,Hyderabad,200,4.5,8020,Spring Rolls,Vegetarian,20-30 min,Would order again if needed.
1753,Residential Area,Pune,500,4.2,258,Greek Salad,Vegetarian,30-40 min,Late delivery ruined it.
1754,Downtown,Hyderabad,900,5.0,134,Sushi,Vegan,40-50 min,Superb packaging and presentation.
1755,Business District,Ahmedabad,700,5.0,6287,Croissant,Vegetarian,30-40 min,Mediocre experience.
1756,City Center,Bangalore,400,4.0,1233,Chicken Caesar Salad,Vegan,40-50 min,Mediocre experience.
1757,City Center,Pune,600,4.7,7334,Gulab Jamun,Vegetarian,30-40 min,Best meal I've had in a while!
1758,Tech Park,Mumbai,800,4.5,6901,Burrito,Healthy,30-40 min,Nothing special but edible.
1759,Old Town,Mumbai,1000,3.5,669,Fruit Bowl,Healthy,30-40 min,Worst experience ever.
1760,Business District,Kolkata,400,5.0,2759,BBQ Ribs,Vegan,20-30 min,My new favorite dish!
1761,Residential Area,Ahmedabad,600,4.2,1378,Pepperoni Pizza,Fast Food,40-50 min,Mediocre experience.
1762,Residential Area,Kolkata,800,5.0,534,Sushi,Vegan,30-40 min,Best meal I've had in a while!
1763,Business District,Hyderabad,100,3.0,4682,Croissant,Healthy,40-50 min,Mediocre experience.
1764,Business District,Mumbai,1000,5.0,6918,Pho,Fast Food,20-30 min,Superb packaging and presentation.
1765,Old Town,Pune,600,4.7,2826,Idli Sambar,Healthy,40-50 min,Perfectly cooked and well-seasoned.
1766,Old Town,Pune,900,4.7,2351,Bubble Tea,Vegan,30-40 min,Not worth the price.
1767,Tech Park,Pune,500,4.5,1211,Chicken Biryani,Fast Food,30-40 min,Too spicy and oily.
1768,Tech Park,Mumbai,700,4.2,5658,Chicken Biryani,Gluten-Free,20-30 min,Delicious and fresh.
1769,Old Town,Delhi,500,4.5,9856,Shawarma,Healthy,40-50 min,Superb packaging and presentation.
1770,Downtown,Pune,600,3.5,8910,Tandoori Chicken,Vegan,20-30 min,Late delivery ruined it.
1771,Downtown,Bangalore,800,3.0,1301,Paneer Butter Masala,Vegan,30-40 min,Amazing taste and quick delivery.
1772,Downtown,Ahmedabad,400,4.5,1143,Chicken Biryani,Healthy,30-40 min,Perfectly cooked and well-seasoned.
1773,Residential Area,Delhi,300,4.5,4123,Pasta Alfredo,Vegetarian,20-30 min,Delicious and fresh.
1774,Business District,Ahmedabad,800,4.0,9114,Fish and Chips,Vegan,30-40 min,It was okay.
1775,Suburb,Delhi,200,3.5,5607,Butter Chicken,Vegan,40-50 min,Would order again if needed.
1776,Tech Park,Kolkata,100,3.5,7736,Pasta Alfredo,Healthy,20-30 min,Cold and stale food.
1777,Old Town,Hyderabad,200,4.0,7892,Burrito,Non-Vegetarian,20-30 min,Tasty and worth the price.
1778,Tech Park,Hyderabad,600,4.0,1635,Smoothie Bowl,Fast Food,30-40 min,Neither great nor bad.
1779,Downtown,Hyderabad,200,4.2,7413,Shawarma,Vegan,40-50 min,Worst experience ever.
1780,Suburb,Ahmedabad,900,3.5,1754,Cheeseburger,Gluten-Free,30-40 min,Delicious and fresh.
1781,Old Town,Mumbai,800,4.5,2288,Bubble Tea,Vegetarian,20-30 min,Nothing special but edible.
1782,Suburb,Kolkata,400,4.7,8494,Chicken Caesar Salad,Healthy,40-50 min,Average taste.
1783,City Center,Delhi,300,4.7,4352,Grilled Cheese,Gluten-Free,30-40 min,Terrible taste!
1784,Tech Park,Hyderabad,300,3.0,4701,Pancakes,Gluten-Free,20-30 min,Best meal I've had in a while!
1785,Suburb,Hyderabad,700,3.0,9924,Pasta Alfredo,Healthy,40-50 min,Average taste.
1786,City Center,Kolkata,600,4.7,348,Samosa,Healthy,40-50 min,Perfectly cooked and well-seasoned.
1787,Residential Area,Pune,700,4.0,2586,Chicken Biryani,Healthy,30-40 min,Highly recommended!
1788,Downtown,Kolkata,500,3.5,7609,Tacos,Healthy,50-60 min,Mediocre experience.
1789,Residential Area,Chennai,600,4.0,9733,Pho,Vegetarian,30-40 min,Amazing taste and quick delivery.
1790,City Center,Ahmedabad,1000,3.0,4950,Chicken Wings,Fast Food,40-50 min,Superb packaging and presentation.
1791,Old Town,Mumbai,100,4.5,4571,Steak,Fast Food,30-40 min,Too spicy and oily.
1792,City Center,Pune,400,3.0,3946,Momos,Non-Vegetarian,20-30 min,Delicious and fresh.
1793,Tech Park,Delhi,500,3.5,7006,Mango Shake,Non-Vegetarian,30-40 min,Amazing taste and quick delivery.
1794,City Center,Hyderabad,900,4.7,9743,Lassi,Non-Vegetarian,30-40 min,Tasty and worth the price.
1795,Suburb,Ahmedabad,300,4.7,5357,Chicken Wings,Gluten-Free,30-40 min,Standard quality.
1796,City Center,Mumbai,600,4.0,3017,Paneer Butter Masala,Non-Vegetarian,30-40 min,Superb packaging and presentation.
1797,Suburb,Bangalore,200,4.5,2831,Pepperoni Pizza,Gluten-Free,30-40 min,Tasty and worth the price.
1798,Old Town,Hyderabad,200,4.2,2399,Tandoori Chicken,Gluten-Free,50-60 min,Not worth the price.
1799,Suburb,Mumbai,800,4.7,4309,Tacos,Fast Food,50-60 min,Disappointed.
1800,Residential Area,Pune,100,4.7,6062,Chicken Caesar Salad,Healthy,20-30 min,Perfectly cooked and well-seasoned.
1801,Old Town,Kolkata,100,5.0,4429,Pasta Alfredo,Vegetarian,40-50 min,Tasty and worth the price.
1802,Tech Park,Hyderabad,900,5.0,1607,Avocado Toast,Vegetarian,30-40 min,Tasty and worth the price.
1803,Business District,Kolkata,200,5.0,6925,Margherita Pizza,Vegan,50-60 min,Cold and stale food.
1804,Residential Area,Chennai,500,3.5,8289,Brownie,Vegetarian,20-30 min,Perfectly cooked and well-seasoned.
1805,City Center,Chennai,200,5.0,8653,Pav Bhaji,Healthy,20-30 min,Nothing special but edible.
1806,City Center,Bangalore,800,5.0,6829,Margherita Pizza,Healthy,20-30 min,A decent meal.
1807,Business District,Ahmedabad,500,5.0,3187,Paneer Butter Masala,Non-Vegetarian,30-40 min,Mediocre experience.
1808,Residential Area,Hyderabad,300,3.5,815,Greek Salad,Gluten-Free,20-30 min,Disappointed.
1809,Tech Park,Ahmedabad,500,3.0,1459,Pancakes,Healthy,30-40 min,Mediocre experience.
1810,Old Town,Mumbai,900,4.2,2937,Fish and Chips,Vegan,30-40 min,Absolutely loved it!
1811,Downtown,Hyderabad,900,5.0,8538,Fruit Bowl,Vegetarian,40-50 min,Would order again if needed.
1812,City Center,Bangalore,500,3.0,1627,Steak,Gluten-Free,20-30 min,Best meal I've had in a while!
1813,Old Town,Hyderabad,800,5.0,8114,Sushi,Vegetarian,40-50 min,My new favorite dish!
1814,Tech Park,Pune,100,3.0,4487,Steak,Vegan,50-60 min,Nothing special but edible.
